ReferenceID,Product URL,Product Title,Keyword,sku,Product ID,Sponsored Rank,Organic Rank,Is Top 24 Advertised,Column1
0189,https://www.ebay.com.au/itm/186400059405,Topex 3in1 200W Electric Finishing Sander Sanding Tool 6 Speeds 3 Sanding Base,sander,TXES3N1098,1.864E+11,P1 - 40 / 70,No,No,
0190,https://www.ebay.com.au/itm/186400059405,Topex 3in1 200W Electric Finishing Sander Sanding Tool 6 Speeds 3 Sanding Base,electric sander,TXES3N1098,1.864E+11,P1 - 39 / 70,No,No,
0194,https://www.ebay.com.au/itm/185487539412,Monika Pink Tool Combo Portable Household Tool Set & Piece Gardening Tool Kit,hand tool sets,MK012MK014,1.85488E+11,P1 - 46 / 68,No,No,
0196,https://www.ebay.com.au/itm/185296205249,No,cordless screwdriver,MK001MK002,1.85296E+11,No,No,No,
0208,https://www.ebay.com.au/itm/186364708135,No,drill sharpener,TXMS65W390,1.86365E+11,No,No,No,
0230,https://www.ebay.com.au/itm/186334297375,No,14mm spark plug socket,TXSP5PC253,1.86334E+11,No,No,No,
0233,https://www.ebay.com.au/itm/186312083773,Stelive 56 PCs Clear Food Storage Container Set Leak Proof Lunch Boxes BPA-Free,food storage containers,SLFC56P101,1.86312E+11,P1 - 35 / 70,No,No,
0236,https://www.ebay.com.au/itm/186179076771,No,lady shaver,MKSE6N1091,1.86179E+11,No,No,No,
0238,https://www.ebay.com.au/itm/186152738952,"TOPEX 34 Piece Reciprocating Saw Blades, Premium Blades for Metal & Wood cutting",reciprocating saw blades,TXSBR34417,1.86153E+11,P2 - 1 / 62,P1 - 12 / 70,Yes,
0242,https://www.ebay.com.au/itm/186152738952,No,saw blades,TXSBR34417,1.86153E+11,No,No,No,
0244,https://www.ebay.com.au/itm/186152738952,"TOPEX 34 Piece Reciprocating Saw Blades, Premium Blades for Metal & Wood cutting",reciprocating saw blades,TXSBR34417,1.86153E+11,P2 - 1 / 62,P1 - 12 / 70,Yes,
0246,https://www.ebay.com.au/itm/185272987502,No,wire stripper,TXWS285057,1.85273E+11,No,No,No,
0251,https://www.ebay.com.au/itm/186133583556,No,chainsaw,TX516,1.86134E+11,No,No,No,
0252,https://www.ebay.com.au/itm/186133583556,No,leaf blower,TX516,1.86134E+11,No,No,No,
0253,https://www.ebay.com.au/itm/186133583556,No,cordless blower,TX516,1.86134E+11,No,No,No,
0255,https://www.ebay.com.au/itm/186133408447,No,leaf blower,TX515,1.86133E+11,No,No,No,
0256,https://www.ebay.com.au/itm/186133408447,No,grass trimmer,TX515,1.86133E+11,No,No,No,
0257,https://www.ebay.com.au/itm/186133408447,No,cordless blower,TX515,1.86133E+11,No,No,No,
0258,https://www.ebay.com.au/itm/186133408447,No,whipper snipper,TX515,1.86133E+11,No,No,No,
0259,https://www.ebay.com.au/itm/186133408447,No,line trimmer,TX515,1.86133E+11,No,No,No,
0260,https://www.ebay.com.au/itm/186097338610,No,cordless scrubber,TXCS4V0240,1.86097E+11,No,No,No,
0261,https://www.ebay.com.au/itm/186097338610,TOPEX 4V MAX Cordless Scrubber w/ 5 Replaceable Brush Heads for Home Cleanning,scrubber brush,TXCS4V0240,1.86097E+11,P2 - 15 / 62,No,Yes,
0262,https://www.ebay.com.au/itm/185998945670,No,angle grinder,TX512,1.85999E+11,No,No,No,
0264,https://www.ebay.com.au/itm/185998945670,No,circular saw,TX512,1.85999E+11,No,No,No,
0265,https://www.ebay.com.au/itm/186116490834,No,vacuum cleaner,TXCV20V014,1.86116E+11,No,No,No,
0266,https://www.ebay.com.au/itm/186116490834,No,handheld vacuum cleaner,TXCV20V014,1.86116E+11,No,No,No,
0267,https://www.ebay.com.au/itm/186116490834,No,car vacuum cleaner,TXCV20V014,1.86116E+11,No,No,No,
0268,https://www.ebay.com.au/itm/186116490834,No,cordless vacuum cleaner,TXCV20V014,1.86116E+11,No,No,No,
0269,https://www.ebay.com.au/itm/186071626480,No,led torch,TXCT12V203,1.86072E+11,No,No,No,
0270,https://www.ebay.com.au/itm/186071626480,TOPEX 12V Cordless LED Worklight Lithium-Ion LED Torch,makita 18v torch,TXCT12V203,1.86072E+11,P1 - 22 / 70,No,Yes,
0271,https://www.ebay.com.au/itm/186071626480,No,led replacement torch bulbs,TXCT12V203,1.86072E+11,No,No,No,
0272,https://www.ebay.com.au/itm/186029805398,No,cordless inflator,TX521,1.8603E+11,No,No,No,
0273,https://www.ebay.com.au/itm/186029805398,No,handheld vacuum cleaner,TX521,1.8603E+11,No,No,No,
0274,https://www.ebay.com.au/itm/186029805398,No,vacuum cleaner,TX521,1.8603E+11,No,No,No,
0275,https://www.ebay.com.au/itm/186029805398,No,handheld vacuum cordless,TX521,1.8603E+11,No,No,No,
0276,https://www.ebay.com.au/itm/186029805398,No,impact wrench,TX521,1.8603E+11,No,No,No,
0278,https://www.ebay.com.au/itm/186008132332,"TOPEX 1200W Angle Grinder Heavy Duty 125mm 5"" Angle Grinder w/ Cutting Disc",125mm grinder,TXAG12W028,1.86008E+11,No,P1 - 11 / 70,No,
0279,https://www.ebay.com.au/itm/186008132332,"TOPEX 1200W Angle Grinder Heavy Duty 125mm 5"" Angle Grinder w/ Cutting Disc",angle grinder,TXAG12W028,1.86008E+11,No,P1 - 11 / 70,No,
0308,https://www.ebay.com.au/itm/185018804991,No,rotary tool kit,TXRT200W092,1.85019E+11,No,No,No,
0318,https://www.ebay.com.au/itm/185431373096,No,fire blanket,FB18X12,1.85431E+11,No,No,No,
0319,https://www.ebay.com.au/itm/185431373096,No,fire blanket,FB18X18,1.85431E+11,No,No,No,
0323,https://www.ebay.com.au/itm/185432975797,No,fire extinguisher,FB90ABE,1.85433E+11,No,No,No,
0324,https://www.ebay.com.au/itm/185432975797,No,9kg fire extinguisher,FB90ABE,1.85433E+11,No,No,No,
0330,https://www.ebay.com.au/itm/185273082337,TOPEX Deluxe Folding Utility Knife 2 Piece Lock Back Auto Load Total 58 Blades,utility,TXTK3PC056,1.85273E+11,P2 - 29 / 62,No,No,
0331,https://www.ebay.com.au/itm/185374333818,"50-400pcs 125mm 5"" Professional Cutting Wheels Discs 2 in1 Steel Inox Ultra Thin",grinding discs,TXCTD125M022,1.85374E+11,P2 - 39 / 62,No,No,
0332,https://www.ebay.com.au/itm/185374333818,"50-400pcs 125mm 5"" Professional Cutting Wheels Discs 2 in1 Steel Inox Ultra Thin",cutting discs,TXCTD125M022,1.85374E+11,P1 - 31 / 68,No,No,
0336,https://www.ebay.com.au/itm/185324376993,No,engraver,TXEE13W095,1.85324E+11,No,No,No,
0337,https://www.ebay.com.au/itm/185324376993,No,etching tool,TXEE13W095,1.85324E+11,No,No,No,
0338,https://www.ebay.com.au/itm/185324376993,No,engraving tool,TXEE13W095,1.85324E+11,No,No,No,
0339,https://www.ebay.com.au/itm/185324376993,No,engraving pen,TXEE13W095,1.85324E+11,No,No,No,
0340,https://www.ebay.com.au/itm/185324376993,No,plastic engraver,TXEE13W095,1.85324E+11,No,No,No,
0341,https://www.ebay.com.au/itm/185324376993,No,metal engraver,TXEE13W095,1.85324E+11,No,No,No,
0342,https://www.ebay.com.au/itm/185324376993,No,engraving,TXEE13W095,1.85324E+11,No,No,No,
0348,https://www.ebay.com.au/itm/186704238905,TOPEX 16-In-1 Multitool Plier Multi Tool & Folding Knife Set with Safety Locking,multitool,TXMK2PC059,1.86704E+11,P1 - 37 / 70,No,No,
0354,https://www.ebay.com.au/itm/186704217410,No,memory foam car seat cushion,SLFC460300,1.86704E+11,No,No,No,
0356,https://www.ebay.com.au/itm/186557922091,Stelive 2-Tier Dish Drying Rack Dish Drainer Cutlery Holder Dish Storage Rack,dish rack,SLDR2LY110,1.86558E+11,P1 - 48 / 70,No,No,
0362,https://www.ebay.com.au/itm/186441058466,Monika Smart Scale for Body Weight Fat Muscle Mass Bluetooth with Smartphone App,bathroom scale,MKSSBMI101,1.86441E+11,P1 - 23 / 70,No,Yes,
0363,https://www.ebay.com.au/itm/186430602097,TOPEX 13Pcs Drill Socket Adapter Set Impact Socket Adapters Socket Extensions,impact driver socket set,TXSA13S254,1.86431E+11,P1 - 3 / 70,No,Yes,
0365,https://www.ebay.com.au/itm/186430602097,TOPEX 13Pcs Drill Socket Adapter Set Impact Socket Adapters Socket Extensions,impact driver bit set,TXSA13S254,1.86431E+11,P1 - 1 / 70,No,Yes,
0368,https://www.ebay.com.au/itm/186430602097,TOPEX 13Pcs Drill Socket Adapter Set Impact Socket Adapters Socket Extensions,1/4 inch socket set,TXSA13S254,1.86431E+11,P1 - 16 / 62,No,Yes,
0369,https://www.ebay.com.au/itm/186430602097,TOPEX 13Pcs Drill Socket Adapter Set Impact Socket Adapters Socket Extensions,impact driver socket adapter,TXSA13S254,1.86431E+11,P1 - 1 / 70,No,Yes,
0371,https://www.ebay.com.au/itm/186400077011,"TOPEX 12V Cordless Impact Wrench with 3/8-Inch Chuck,Torque Max 120 N.m, 6 Socks",3/8 mini impact wrench battery,TXIW12V230,1.864E+11,P1 - 23 / 111,No,Yes,
0383,https://www.ebay.com.au/itm/185872310541,KOZYARD 3-in-1 3000W Electric Leaf Blower Vacuum Mulcher Hand-Held Leaf Vac,blower vac,KYLB3N1032,1.85872E+11,P1 - 28 / 62,No,No,
0385,https://www.ebay.com.au/itm/185872310541,KOZYARD 3-in-1 3000W Electric Leaf Blower Vacuum Mulcher Hand-Held Leaf Vac,blower vac cordless,KYLB3N1032,1.85872E+11,P1 - 29 / 62,No,No,
0393,https://www.ebay.com.au/itm/185725772967,Monika 5In1 Electric Stick Blender Handheld Mixer Chopper Stainless Steel Whisk,electric mixer,MKSB700051,1.85726E+11,P1 - 39 / 70,No,No,
0401,https://www.ebay.com.au/itm/185180081889,TOPEX Water Pump Submersible Sump Pump Water hose Swim Pool Flooding Pond Clean,water pump 240v,TXDP750W132,1.8518E+11,P1 - 40 / 70,No,No,
0402,https://www.ebay.com.au/itm/185180081889,TOPEX Water Pump Submersible Sump Pump Water hose Swim Pool Flooding Pond Clean,submersible pump 240v,TXDP750W132,1.8518E+11,P1 - 24 / 70,No,No,
0414,https://www.ebay.com.au/itm/185433279682,2.5KG High Pressure Dry Powder Fire Extinguisher,fire extinguisher,FB25ABE,1.85433E+11,P1 - 24 / 70,No,No,
0424,https://www.ebay.com.au/itm/185324376993,No,glass engraver,TXEE13W095,1.85324E+11,No,No,No,
0425,https://www.ebay.com.au/itm/185324376993,No,engraver tool,TXEE13W095,1.85324E+11,No,No,No,
0426,https://www.ebay.com.au/itm/185324376993,No,electric engraver,TXEE13W095,1.85324E+11,No,No,No,
0427,https://www.ebay.com.au/itm/185324376993,No,electric engraving pen,TXEE13W095,1.85324E+11,No,No,No,
0428,https://www.ebay.com.au/itm/185324376993,No,engraver pen,TXEE13W095,1.85324E+11,No,No,No,
0429,https://www.ebay.com.au/itm/185324376993,No,metal engraving tool,TXEE13W095,1.85324E+11,No,No,No,
0430,https://www.ebay.com.au/itm/185324376993,No,metal engraving,TXEE13W095,1.85324E+11,No,No,No,
0434,https://www.ebay.com.au/itm/185294655112,KOZYARD Waterproof Patio Chair Cover Lounge Deep Seat Single Lawn Chair Cover,patio chair cover,KYCC077CM016,1.85295E+11,P1 - 36 / 70,P1 - 11 / 70,No,
0435,https://www.ebay.com.au/itm/185294655112,No,waterproof outdoor furniture cover,KYCC077CM016,1.85295E+11,No,No,No,
0436,https://www.ebay.com.au/itm/185294655112,No,outdoor furniture cover,KYCC077CM016,1.85295E+11,No,No,No,
0443,https://www.ebay.com.au/itm/185285029575,No,fire extinguisher car,FB10X10RED10ABE,1.85285E+11,No,No,No,
0448,https://www.ebay.com.au/itm/185051227954,No,first aid kit,FANCP30FB10X10RED10ABE,1.85051E+11,No,No,No,
